"votebiden","feel_biden","feel_trump","feel_fauci","feel_feminists","feel_unions","feel_bigbusiness","feel_gay","feel_muslim","feel_christian","feel_jewish","feel_police","feel_scientists","feel_nra","feel_fbi","feel_rural","feel_cdc"
1,100,0,85,85,85,15,100,85,50,85,70,100,0,85,50,85
1,70,0,100,70,60,30,60,50,50,70,50,70,30,60,50,40
0,15,70,60,60,40,70,40,40,85,70,100,60,50,40,85,60
0,0,100,70,50,50,15,30,0,100,50,70,60,50,85,60,85
0,0,100,0,0,50,70,40,0,100,70,100,50,100,50,85,40
0,50,50,50,40,30,70,50,50,70,50,90,70,50,50,50,50
1,85,0,100,85,60,15,100,60,50,70,40,85,15,60,50,70
1,70,0,100,70,70,15,85,85,15,85,40,100,0,70,70,60
0,0,100,30,50,15,15,50,0,100,85,100,70,100,15,100,60
0,0,100,0,50,0,50,50,50,50,50,70,70,100,70,100,15
0,15,100,100,70,60,60,70,40,70,60,100,100,100,85,85,85
1,100,0,100,70,70,70,70,70,70,70,70,100,0,100,70,60
1,100,0,100,80,90,20,100,80,80,100,40,80,60,90,100,60
1,100,15,100,80,85,15,50,30,100,100,100,100,88,100,50,100
0,40,85,50,40,40,50,50,50,85,50,85,50,85,70,85,60
0,40,75,50,50,70,70,0,0,85,85,100,85,85,50,85,70
0,0,60,30,30,60,60,50,40,85,85,85,60,60,70,70,70
0,15,85,85,85,100,70,50,85,85,85,100,100,85,100,70,70
0,15,70,30,60,70,70,85,70,85,85,85,100,70,85,70,85
0,0,100,0,40,40,40,50,15,100,50,100,70,100,0,100,50
1,75,0,90,70,70,65,70,70,70,70,55,90,5,90,70,90
1,70,15,85,85,70,85,85,85,85,85,85,100,70,85,100,85
1,70,30,100,50,100,30,50,50,50,50,60,85,85,50,50,100
1,100,0,100,50,50,50,50,50,60,100,70,100,0,70,60,70
1,60,0,90,80,70,50,70,70,40,60,30,100,10,50,40,70
0,30,100,70,15,15,15,50,0,100,100,100,40,100,60,100,85
0,15,85,85,40,15,70,40,15,85,40,60,85,70,70,85,85
0,0,100,15,0,30,0,50,60,100,50,0,40,60,0,100,15
0,60,85,50,40,50,40,70,70,85,50,70,50,50,50,50,50
0,0,100,50,50,40,50,60,50,50,50,100,100,75,50,85,50
1,75,0,100,100,85,10,85,85,30,85,10,85,0,50,30,85
0,10,90,50,50,70,85,70,70,100,100,90,90,100,65,85,80
0,40,100,85,50,0,0,100,40,50,50,40,100,100,50,100,100
0,30,30,50,50,85,50,0,0,50,50,70,70,60,70,85,70
1,80,5,95,90,60,40,100,75,60,100,85,100,2,60,67,65
0,0,100,50,0,50,50,0,0,100,100,100,85,85,85,90,50
1,90,0,85,90,85,30,100,90,70,100,80,100,0,85,45,90
1,85,0,100,50,60,15,50,50,50,50,50,90,0,60,50,60
0,0,100,50,60,40,60,100,40,100,100,40,100,60,40,50,100
1,100,0,100,100,50,0,85,85,60,85,15,100,0,60,40,70
0,15,75,25,35,10,40,10,40,90,70,85,95,65,30,80,70
0,50,60,60,60,50,50,60,60,60,60,70,60,50,60,60,60
0,0,100,30,15,15,60,70,60,100,70,100,70,100,30,100,70
0,0,100,70,15,50,85,50,15,50,85,100,85,85,30,85,85
0,60,40,70,50,40,70,50,50,85,70,85,100,60,85,85,85
1,60,15,90,70,55,45,80,50,50,50,55,75,50,60,75,60
1,100,30,100,80,70,100,70,70,80,50,70,100,30,100,100,100
1,60,0,85,30,50,30,50,50,70,50,60,50,40,60,50,70
0,15,85,50,40,40,60,50,50,70,50,85,50,50,40,50,50
1,100,0,100,50,85,40,85,50,50,85,70,85,30,70,50,100
1,80,0,100,40,30,70,50,50,70,50,70,95,10,75,40,85
1,65,0,95,100,95,90,100,100,100,100,90,100,45,100,95,100
0,0,70,0,15,15,50,50,30,75,70,85,30,70,15,90,40
1,100,0,100,100,100,30,60,70,70,100,85,100,40,85,50,85
1,70,0,85,100,85,30,100,100,20,100,20,100,10,70,60,80
1,85,0,100,85,85,70,85,50,50,50,60,85,30,85,50,40
1,60,0,85,60,50,30,85,50,50,85,70,85,15,50,85,85
0,5,100,10,40,30,25,65,65,65,65,70,70,85,25,70,30
0,50,100,85,70,70,70,50,50,70,85,70,85,70,70,40,70
0,15,40,40,40,65,50,50,65,85,85,85,70,60,85,85,60
0,0,70,50,30,40,30,50,15,70,50,70,70,100,30,100,15
1,60,40,70,50,60,50,50,50,100,50,85,85,85,70,85,100
0,0,100,0,15,25,50,50,75,95,95,75,50,75,15,100,0
0,50,40,60,70,30,50,50,50,85,50,70,50,50,50,70,50
1,85,0,90,100,50,20,100,100,0,100,0,100,0,0,20,80
1,60,15,85,100,80,15,85,60,60,85,50,100,0,70,30,100
1,80,0,90,95,85,25,100,100,0,100,5,100,5,70,60,90
1,85,0,50,100,50,0,100,85,50,100,30,100,0,20,30,100
0,0,100,40,70,60,40,85,30,85,85,15,85,70,60,100,70
1,99,0,80,90,70,0,90,70,40,100,30,100,0,60,50,40
1,85,0,85,100,85,70,100,85,30,100,85,100,50,100,50,100
1,100,15,100,60,90,70,90,90,85,90,90,90,15,100,70,100
1,85,0,100,85,70,40,100,85,70,100,70,100,0,60,60,100
0,30,85,70,40,30,85,70,15,100,85,85,85,85,70,100,70
0,15,70,30,30,30,70,50,60,100,85,95,85,70,50,85,60
1,85,0,85,60,50,0,50,45,40,100,40,85,0,30,30,85
0,0,100,0,40,30,70,50,40,100,100,100,50,100,15,85,15
0,0,100,0,40,70,50,15,0,100,50,100,50,100,15,100,60
1,100,0,100,85,85,40,100,50,60,50,60,85,0,50,30,85
0,15,70,85,50,60,85,50,30,85,70,85,85,50,85,100,100
1,40,15,85,85,70,85,100,100,85,100,85,100,85,100,70,85
1,100,0,100,85,50,35,100,50,50,50,85,100,0,100,100,100
0,0,100,70,50,50,50,70,70,85,100,100,70,85,50,50,60
1,70,0,70,60,50,40,85,60,50,85,70,70,30,50,60,50
1,100,0,100,60,60,60,60,30,70,70,85,100,60,70,60,70
1,100,0,85,85,85,40,85,70,70,70,70,100,15,85,60,60
1,75,0,65,50,85,0,50,50,50,50,40,50,0,50,85,100
1,85,0,90,75,40,40,75,75,20,75,30,90,0,50,50,60
0,0,70,40,50,50,15,50,60,85,100,85,85,100,60,100,50
1,85,0,100,85,100,85,60,85,85,85,85,100,50,85,85,100
1,85,0,100,40,60,15,85,60,60,85,30,85,0,70,70,60
1,85,0,100,100,30,60,100,85,30,60,70,100,0,85,15,100
0,0,90,50,70,50,40,50,85,90,70,85,85,100,15,90,70
1,60,0,60,0,40,20,50,85,20,50,15,85,15,40,50,10
1,85,0,100,85,70,15,85,60,85,85,85,85,70,70,85,85
0,30,40,60,50,40,30,50,50,50,50,70,60,50,50,50,50
1,100,0,85,0,85,0,50,50,100,50,85,85,60,70,85,85
1,100,0,100,85,85,30,85,70,90,85,80,85,0,60,40,85
0,0,100,65,0,65,20,0,0,70,40,85,30,80,70,100,50
1,70,30,50,30,100,50,50,50,50,100,0,50,100,50,70,100
0,10,75,50,25,50,70,50,40,99,80,90,50,85,90,90,85
0,15,100,40,50,50,40,85,50,100,100,100,85,85,85,85,70
0,40,70,40,80,40,50,50,50,100,100,40,40,80,60,80,50
1,100,0,100,100,70,50,100,100,100,100,85,100,40,100,100,85
0,0,100,0,30,15,75,70,80,100,100,100,85,70,30,100,15
0,0,100,30,40,30,70,70,70,70,70,85,70,50,40,70,50
1,50,0,99,70,90,45,100,99,50,90,24,90,0,0,89,89
0,15,85,40,30,60,50,40,40,70,70,60,70,60,30,70,40
0,15,85,70,70,20,85,50,40,90,90,90,70,90,60,90,80
0,15,85,70,5,0,80,70,50,85,85,95,60,85,80,100,85
1,85,0,50,30,85,70,100,50,15,100,15,100,15,50,50,50
0,20,100,85,5,5,80,50,50,100,100,95,70,95,40,95,95
1,70,0,100,70,70,30,85,70,85,85,85,100,40,100,85,100
1,100,0,100,70,60,70,100,65,60,85,85,100,40,85,85,85
0,0,100,40,40,60,60,70,70,100,100,100,85,85,40,85,85
0,15,85,40,15,60,60,70,70,80,80,95,60,85,75,85,50
1,55,35,65,60,40,35,80,60,80,80,60,75,55,55,55,65
0,0,100,15,15,15,50,15,15,85,85,70,50,70,30,70,50
1,95,0,100,100,70,30,100,95,40,95,40,100,0,75,100,95
0,15,100,50,0,40,100,50,50,50,50,85,50,85,15,85,15
0,0,100,0,15,15,85,70,50,85,85,85,70,100,30,100,50
0,0,100,0,50,15,50,50,50,100,100,90,50,100,30,100,40
1,90,0,88,100,85,65,100,70,70,90,70,85,15,75,75,75
1,70,0,100,86,60,40,86,60,70,86,70,100,0,60,50,86
0,0,0,85,40,40,30,50,40,50,100,30,90,0,15,50,10
0,50,100,50,50,70,50,50,60,80,50,85,50,70,50,70,50
1,85,0,75,45,30,25,40,85,85,85,70,85,30,70,40,70
0,15,100,60,50,60,50,85,70,100,85,85,85,60,40,100,60
1,85,0,100,85,100,15,95,95,55,75,15,100,0,85,35,80
1,85,0,100,50,70,30,50,50,70,50,70,85,50,50,85,85
0,0,100,50,0,50,50,50,0,100,100,100,50,100,50,100,60
0,30,90,50,0,30,70,30,40,100,90,100,85,50,20,100,10
1,100,15,50,50,40,50,50,100,100,100,30,50,40,30,50,70
0,0,100,85,60,100,60,40,40,100,85,85,100,100,85,100,85
1,60,40,85,85,60,70,85,60,85,85,70,100,85,85,100,70
1,70,0,85,40,15,30,50,50,50,50,40,70,0,40,50,60
0,0,100,60,50,70,60,40,40,100,85,85,85,85,85,100,60
1,95,0,95,65,35,50,80,80,80,95,40,85,20,70,45,50
1,100,0,0,50,70,0,50,100,100,100,0,0,100,0,0,0
1,50,30,70,85,100,0,50,50,40,30,40,85,15,30,50,60
1,85,15,100,70,100,60,100,85,70,100,70,100,30,85,85,85
0,0,100,0,15,30,70,70,50,100,85,85,85,85,15,100,30
1,85,0,85,85,50,40,100,70,70,85,85,100,15,85,70,70
0,0,100,0,40,40,60,0,0,100,95,95,30,100,40,90,30
0,50,85,85,60,100,85,100,100,85,100,85,100,85,85,100,85
0,60,85,40,50,40,51,50,50,98,70,99,70,60,60,95,80
1,60,25,50,50,50,50,90,50,50,50,50,50,50,50,50,50
1,100,0,100,50,60,30,50,50,50,50,85,100,15,100,50,100
1,100,0,100,85,70,40,50,60,85,85,85,85,15,85,50,85
1,100,0,100,100,60,40,100,50,70,100,60,100,0,100,50,100
1,70,0,100,70,85,15,100,40,30,100,70,100,15,85,60,100
1,100,0,100,100,70,60,100,85,60,85,70,100,0,100,70,100
0,15,85,70,15,60,60,85,70,85,100,85,85,70,50,100,85
0,0,100,15,40,50,50,50,50,85,50,100,70,100,85,50,0
0,15,100,70,15,30,50,0,0,100,100,95,50,50,70,95,60
0,0,70,60,50,50,50,50,50,50,50,50,50,50,50,100,50
0,0,85,0,50,0,70,85,50,50,85,85,85,85,30,100,0
0,15,70,85,50,40,40,40,40,100,85,85,85,70,70,100,70
1,60,40,50,30,60,50,70,58,60,60,70,70,30,60,50,50
1,70,0,100,85,40,40,100,85,30,85,60,100,0,70,15,85
0,50,70,50,50,85,40,50,50,50,50,85,100,85,85,100,100
0,30,70,70,50,30,60,50,70,100,70,85,85,85,85,85,100
1,85,0,100,50,100,30,50,50,50,50,60,85,50,60,50,60
0,35,70,60,45,65,50,70,50,90,85,95,70,75,60,95,70
1,100,0,100,60,70,70,15,40,100,70,70,100,50,100,85,85
1,75,10,100,75,90,30,75,60,0,85,15,100,10,60,40,100
1,85,0,100,70,50,30,100,70,50,100,70,100,50,85,85,100
1,70,0,95,80,85,30,90,70,50,90,70,100,20,60,50,85
1,70,15,85,50,50,40,85,70,75,60,80,70,0,50,75,85
1,100,15,100,60,70,70,50,60,100,85,85,100,50,85,85,60
1,85,0,100,70,60,50,70,50,70,50,70,100,60,85,50,85
1,85,0,100,70,50,40,85,50,15,50,70,85,0,85,50,85
1,30,1,75,100,60,15,60,60,50,60,2,70,30,35,60,60
1,85,0,100,50,70,70,85,85,85,85,100,100,50,100,85,100
1,100,0,100,85,60,50,100,100,70,100,100,100,60,100,100,100
0,15,100,15,50,70,50,50,30,70,50,100,50,85,50,70,40
1,70,0,85,100,85,30,100,85,50,100,60,85,15,85,100,70
0,30,100,85,60,85,70,60,50,100,85,85,85,85,60,60,85
0,40,30,70,30,40,40,60,60,85,85,70,60,60,60,85,60
1,100,0,70,70,60,60,70,85,85,85,60,85,40,70,60,70
1,100,0,100,40,50,0,50,85,100,100,100,100,50,100,85,100
0,40,30,100,50,15,80,50,50,95,100,95,70,25,50,90,80
1,100,0,100,100,100,60,85,50,85,60,100,100,0,100,100,100
1,100,0,85,85,85,40,85,85,40,60,85,85,0,85,50,85
1,70,30,100,30,70,60,50,50,100,50,100,100,15,85,85,100
1,85,0,100,85,60,50,85,85,85,85,85,85,15,85,70,85
1,60,0,50,60,40,10,50,40,40,60,10,85,10,55,50,70
1,80,5,90,80,50,60,50,70,70,70,80,80,10,70,70,60
0,0,85,15,30,40,60,50,30,86,50,85,40,85,40,85,60
1,85,0,100,70,50,40,50,60,70,60,70,85,30,70,60,85
0,15,100,85,50,30,70,0,60,85,85,85,70,100,85,100,85
1,70,50,85,15,60,0,85,85,100,85,85,85,15,60,50,100
0,0,100,60,100,50,50,100,100,100,100,100,50,100,30,100,50
1,70,0,100,30,100,40,30,50,100,50,100,85,100,100,100,100
1,100,0,100,70,85,70,100,100,100,100,100,100,30,100,100,100
1,85,0,100,50,50,30,50,50,50,50,60,70,30,50,50,70
1,90,0,100,80,100,50,100,60,80,100,90,100,20,100,100,100
0,15,90,60,80,70,80,60,50,100,75,15,95,80,20,80,40
1,100,0,100,70,70,30,70,85,85,85,70,85,0,85,60,85
1,80,0,100,90,70,15,100,100,40,100,40,100,15,85,30,85
0,0,100,70,50,40,85,0,50,100,100,100,85,85,40,85,40
1,70,50,100,60,85,60,50,50,85,50,70,85,50,85,100,100
1,85,15,85,100,85,60,100,100,100,100,85,100,15,85,100,85
1,100,0,100,70,85,60,85,70,85,85,70,85,0,85,85,85
0,40,70,50,40,50,60,50,60,100,60,60,70,50,50,50,60
1,70,30,85,70,40,85,70,40,60,60,70,85,15,70,70,85
0,15,60,30,60,30,50,50,50,70,50,50,70,50,30,70,50
0,0,100,2,100,50,75,100,100,100,100,100,90,90,50,80,75
0,15,85,40,60,50,50,50,15,60,60,50,50,50,30,85,50
1,60,0,85,70,85,30,40,60,60,100,70,100,15,15,60,70
0,0,100,40,50,50,50,50,50,50,50,100,50,85,50,100,50
0,15,85,70,50,15,70,30,30,50,50,50,85,50,100,85,100
1,70,0,85,85,70,50,60,60,50,50,70,85,15,70,60,70
1,60,30,60,50,50,50,70,50,100,50,85,50,85,70,85,50
1,100,0,100,85,85,40,85,70,85,85,85,85,0,60,85,100
1,85,0,100,85,60,60,85,100,100,100,100,100,15,70,85,85
1,70,60,70,100,100,85,100,100,100,100,100,100,100,100,100,100
1,100,0,85,100,40,60,85,50,85,70,100,100,60,100,100,85
0,30,60,60,50,40,50,60,50,70,60,85,70,60,40,85,70
1,70,0,85,60,40,60,60,70,70,85,85,85,0,60,85,85
1,85,0,100,85,60,40,100,70,70,70,60,100,15,60,100,100
1,85,15,100,50,15,50,50,15,85,70,85,85,0,85,50,85
0,75,70,50,65,50,50,75,50,50,75,75,75,70,40,70,70
1,100,0,100,70,50,30,85,85,85,100,85,100,50,85,85,100
1,70,0,85,85,70,60,85,70,40,70,30,85,15,40,60,50
0,40,100,50,40,50,70,60,50,100,100,100,100,70,85,100,100
0,0,100,15,0,40,50,15,30,100,100,85,85,70,60,70,60
0,0,100,15,40,15,60,15,15,60,60,100,70,70,15,85,40
1,85,0,100,85,85,70,70,85,70,70,70,85,15,60,70,70
1,85,15,85,50,50,50,100,100,50,100,45,100,25,60,50,75
1,100,0,100,90,80,45,70,72,60,95,85,100,0,85,55,100
1,80,2,90,78,60,40,98,50,45,85,45,75,0,65,65,80
1,90,0,90,55,90,5,50,50,5,85,30,90,0,45,80,85
0,0,85,60,50,60,60,50,50,100,50,70,85,30,50,50,40
0,30,80,60,30,30,40,85,40,85,85,85,70,60,60,85,60
1,100,0,50,50,40,40,50,50,15,50,60,100,50,50,50,50
0,60,40,70,70,15,50,30,0,100,70,100,60,50,100,85,70
0,30,100,50,85,70,85,85,60,85,85,100,85,100,70,85,100
1,50,0,85,50,50,50,0,50,100,60,50,50,100,50,50,50
0,0,100,15,50,40,70,50,50,70,50,100,70,85,60,85,70
1,70,0,100,50,60,15,50,50,40,70,85,85,0,85,40,85
1,70,0,70,85,100,15,100,85,50,100,60,70,0,50,70,70
0,0,100,15,60,70,70,0,15,100,85,85,30,100,30,100,50
1,90,0,90,100,100,20,100,100,100,100,15,85,0,50,65,85
1,70,0,85,85,60,40,70,70,15,85,70,85,0,60,60,50
1,95,15,95,95,90,50,95,95,75,95,90,95,30,90,90,100
1,100,0,95,100,95,65,100,100,100,100,75,100,5,50,50,50
0,40,70,40,50,40,50,50,60,60,60,70,70,60,40,60,60
1,90,0,100,100,50,50,100,50,50,50,50,100,15,85,50,100
1,78,3,100,88,88,35,80,65,70,80,70,98,0,60,55,96
1,85,15,70,50,100,60,50,85,100,50,60,85,15,85,85,100
1,70,0,70,60,30,30,50,50,85,60,60,50,50,60,50,60
1,70,15,60,85,60,30,70,70,85,70,40,85,15,50,40,60
0,0,100,50,50,70,50,85,85,50,85,100,60,85,50,100,50
0,40,70,70,40,50,60,40,60,100,50,85,70,40,70,85,85
0,40,70,60,70,0,30,70,70,85,70,100,50,60,40,85,60
1,70,30,70,50,60,40,70,50,70,70,85,85,50,85,85,85
0,0,95,50,25,35,50,95,50,80,95,80,80,95,50,95,50
0,15,70,70,60,30,60,60,40,85,85,100,100,70,60,85,85
1,85,15,100,85,85,60,85,70,85,85,85,100,30,85,85,85
1,95,0,100,100,85,30,100,70,70,70,10,100,0,50,10,95
1,85,15,60,50,70,60,85,60,100,100,85,85,90,85,100,100
0,0,100,0,85,50,50,100,50,100,100,85,50,100,0,100,0
0,60,60,100,50,40,60,60,60,70,70,60,85,70,70,100,100
0,0,100,85,50,85,70,100,50,70,85,100,100,60,100,85,85
0,40,100,0,0,50,0,100,100,100,100,100,100,85,15,100,70
1,95,0,100,100,95,70,100,100,85,100,95,95,30,95,70,95
0,12,100,70,60,60,65,50,65,75,85,87,50,75,60,90,30
1,85,0,100,60,70,30,100,70,60,100,70,100,0,50,85,100
0,30,85,40,50,30,40,50,50,50,50,50,60,30,40,50,40
1,100,15,100,100,100,50,0,50,100,70,30,100,100,100,100,100
0,40,30,85,50,50,70,50,60,85,60,70,85,50,50,70,70
1,85,0,70,85,70,15,85,85,60,85,70,85,30,70,60,70
1,85,0,100,70,50,60,100,70,70,70,60,100,15,60,50,85
0,0,100,60,50,50,30,50,50,50,50,100,80,60,100,100,80
1,85,0,100,85,50,85,100,50,50,50,85,90,0,100,50,90
0,15,100,50,50,50,85,50,50,85,50,85,100,70,70,70,60
0,0,70,15,15,70,60,0,15,85,85,85,50,85,85,85,60
0,70,85,70,50,70,70,50,60,100,85,85,50,65,70,95,70
1,100,0,100,70,70,45,100,100,100,100,80,100,0,75,100,100
0,0,85,0,50,40,50,0,0,70,50,70,50,100,30,100,0
1,70,0,100,85,50,60,50,40,50,70,60,100,0,100,50,85
1,70,0,100,50,100,50,50,50,100,50,100,100,0,85,70,100
1,70,0,100,100,50,40,100,100,50,100,70,100,15,85,50,85
1,100,0,100,100,60,40,100,100,30,100,60,100,0,70,40,85
1,100,0,85,50,0,50,15,50,100,50,100,85,50,50,85,85
1,100,0,100,85,70,60,85,85,70,85,85,85,30,85,85,85
1,85,0,100,100,85,70,85,85,85,85,70,70,0,70,50,85
0,30,85,40,40,45,55,50,50,85,60,85,50,85,60,100,60
1,80,0,100,85,100,30,85,85,50,60,70,100,30,100,85,100
0,0,100,0,85,85,85,50,50,100,100,100,85,85,30,100,40
0,50,85,70,85,50,70,85,70,85,85,85,85,50,85,85,85
1,100,0,85,70,50,60,70,85,30,85,70,85,0,85,85,85
0,0,100,40,50,40,50,50,50,85,85,100,70,100,60,85,70
1,70,0,85,70,70,30,70,40,30,85,40,85,0,40,60,50
1,85,0,100,30,50,60,85,60,60,85,85,100,30,85,85,100
1,100,15,100,85,85,60,85,85,85,85,85,100,40,85,85,100
1,85,0,100,85,60,15,100,85,15,85,70,85,0,70,70,85
0,15,85,100,85,50,80,30,40,70,85,95,90,20,90,95,84
0,0,85,0,60,60,50,100,60,70,70,100,85,100,85,100,70
1,70,15,85,50,30,70,85,40,60,85,40,85,60,30,100,70
1,85,0,100,85,70,15,85,85,85,85,85,100,0,85,85,85
1,70,40,70,60,50,60,100,100,60,100,70,100,30,70,70,40
1,75,0,85,75,40,25,75,75,75,75,40,90,0,75,75,50
1,85,40,85,40,85,70,85,70,70,70,85,85,85,85,70,85
1,85,15,85,60,50,40,100,85,40,85,85,70,60,50,85,70
1,70,0,100,60,60,15,60,50,50,50,30,85,40,50,50,85
0,0,70,40,0,50,0,50,50,85,100,70,50,100,15,85,50
0,15,85,85,50,50,75,40,85,85,85,85,85,50,70,90,85
1,70,40,85,40,60,40,60,50,85,70,60,70,15,70,40,40
1,70,0,85,100,70,50,100,85,40,85,70,85,30,70,50,85
0,0,85,0,50,40,60,100,70,100,100,85,50,70,60,100,30
1,70,50,50,85,50,85,70,70,85,70,40,70,60,60,60,60
1,85,0,100,85,70,40,100,85,70,85,40,85,0,70,70,85
1,70,0,100,85,60,0,70,40,40,70,30,85,0,15,60,70
1,85,0,100,85,70,15,85,70,40,85,60,100,0,60,60,70
1,85,15,100,85,50,30,50,50,85,50,85,70,70,60,85,85
1,85,0,100,70,60,50,70,70,60,70,60,70,0,70,50,85
1,100,15,40,0,60,100,0,30,100,70,100,100,70,100,60,100
0,0,100,0,50,30,70,0,30,100,100,40,40,100,0,70,50
1,100,0,100,85,85,70,85,100,100,100,70,100,50,100,85,100
0,70,85,60,70,70,70,70,60,70,70,70,70,70,85,70,60
0,70,70,70,70,86,86,70,70,70,70,86,86,80,86,86,86
1,100,0,100,85,60,60,85,85,85,85,70,70,30,70,70,70
1,100,0,100,50,100,50,50,50,50,50,100,100,30,100,50,100
0,0,100,30,15,30,60,50,50,85,60,100,70,85,40,100,60
1,70,15,60,95,60,60,100,100,100,100,45,85,30,60,50,70
1,100,50,60,70,50,85,50,50,100,60,85,85,70,100,85,100
1,80,0,100,100,100,20,50,50,15,50,0,100,10,60,25,100
0,0,100,0,50,60,40,40,70,70,70,85,85,100,60,85,40
0,50,85,70,70,60,50,70,70,85,85,100,70,50,60,85,85
1,100,0,100,70,85,60,50,70,85,85,85,70,50,70,70,70
0,0,100,15,0,15,30,50,0,50,100,100,60,85,85,85,85
1,85,0,70,100,40,40,100,85,70,100,70,85,15,70,100,85
0,40,70,30,70,70,60,50,50,70,60,85,50,60,60,85,15
1,85,0,70,85,70,50,70,70,70,70,50,85,0,60,70,70
1,70,0,50,40,60,50,60,50,60,60,70,85,15,70,30,70
0,0,100,70,50,40,50,50,40,100,50,85,85,50,70,50,70
0,0,100,70,40,0,0,100,50,85,100,100,100,100,85,100,85
1,60,0,85,100,85,10,100,87,28,87,62,100,0,70,15,85
1,100,0,85,50,60,70,50,50,100,70,85,85,0,50,50,40
0,70,100,60,50,40,85,40,65,60,50,70,100,65,90,60,80
0,0,85,50,40,50,50,30,40,100,50,85,70,70,85,70,85
1,85,0,100,70,70,40,70,15,15,60,50,70,0,85,30,60
1,70,15,60,60,60,40,50,50,60,50,50,70,50,60,60,60
1,75,0,100,75,80,25,75,75,60,60,50,75,0,80,70,80
1,60,30,70,30,85,50,50,50,70,50,50,85,50,70,50,85
0,0,100,40,0,15,40,100,40,100,100,100,50,100,30,100,50
1,100,0,85,70,70,70,100,60,85,70,60,85,30,60,50,70
0,10,100,45,50,80,55,75,90,90,90,75,85,80,40,85,75
0,15,70,30,0,0,40,50,50,100,50,30,15,85,15,85,40
0,0,85,0,0,0,0,85,85,15,85,100,70,100,0,100,0
0,30,70,50,50,40,75,50,50,70,100,100,80,100,90,70,100
1,100,0,100,85,50,50,100,100,60,50,70,100,15,100,85,100
1,100,15,100,60,85,40,85,60,85,100,70,85,0,50,85,85
1,70,15,85,40,30,40,90,50,90,90,100,100,0,85,85,100
1,70,0,85,60,70,40,50,50,50,50,85,100,15,85,60,85
1,100,0,100,85,85,30,85,85,85,100,60,100,15,85,40,85
0,0,100,0,50,0,50,50,0,100,100,85,50,100,60,100,0
0,2,85,50,50,40,45,50,75,100,75,86,75,88,70,90,51
0,30,70,85,30,100,70,40,60,85,85,85,85,40,85,85,85
1,40,10,60,75,70,10,50,50,50,50,55,80,0,45,50,60
0,70,70,70,70,60,70,70,70,70,85,70,85,50,50,70,70
1,70,15,50,70,60,50,85,60,60,50,40,60,50,60,50,70
1,90,0,100,90,90,50,100,85,70,90,15,100,0,50,50,85
0,0,85,60,40,15,50,40,70,100,100,100,60,100,30,100,15
0,0,70,50,40,40,70,70,50,50,70,85,70,70,70,70,70
0,40,60,50,70,50,60,40,50,100,50,85,100,50,100,50,60
1,100,0,100,70,70,40,85,85,50,85,70,85,15,85,70,85
0,15,85,60,40,40,70,70,85,100,85,100,85,70,50,80,85
1,85,0,100,100,85,40,100,100,40,100,30,100,0,85,0,100
1,98,0,100,95,90,60,100,100,60,100,60,100,0,60,65,88
1,85,15,100,50,70,40,85,60,85,85,85,70,50,85,70,85
1,100,0,100,85,30,70,85,85,85,100,70,100,15,85,50,100
0,0,85,15,50,15,60,50,50,100,100,100,60,85,15,100,40
0,15,100,40,85,85,85,85,30,100,85,100,85,100,50,100,50
1,85,0,100,70,70,60,60,70,85,85,70,100,15,85,85,100
0,60,70,40,60,15,40,85,60,85,85,60,85,70,50,85,60
1,70,0,100,85,70,0,100,70,100,100,85,85,50,60,70,85
1,85,0,85,70,75,50,85,85,85,85,70,85,0,85,70,85
1,88,25,90,80,80,65,100,40,40,60,90,100,60,100,100,100
0,60,70,60,40,40,70,50,85,85,85,70,70,50,40,100,70
1,85,0,100,50,60,50,50,50,100,50,85,85,0,85,40,85
0,30,85,60,70,40,60,70,60,70,60,70,60,50,60,70,60
1,70,0,100,40,50,40,50,50,70,50,60,85,15,70,60,85
1,68,2,90,65,65,40,50,50,50,50,65,95,10,87,50,90
0,0,100,40,50,85,60,50,50,85,50,100,40,85,15,85,40
1,50,0,50,50,50,30,50,50,70,50,20,60,50,50,50,40
1,55,15,90,75,95,55,95,95,75,95,95,95,70,80,90,95
0,15,85,40,60,0,40,100,50,85,50,100,70,100,70,100,50
1,70,0,100,60,85,15,50,50,50,50,70,100,15,50,50,85
0,0,85,0,15,30,15,15,40,85,60,70,50,70,15,85,30
1,100,0,100,60,85,60,85,85,85,85,85,100,0,100,85,100
0,40,85,50,40,50,70,50,50,100,100,85,60,60,60,100,60
0,60,60,85,50,15,60,0,60,70,70,85,100,70,50,85,85
1,75,25,95,50,50,45,50,50,50,50,80,90,10,75,50,80
0,15,100,30,60,30,60,85,85,100,85,85,40,85,30,85,40
1,80,0,90,70,60,15,70,60,40,85,30,100,0,85,40,85
0,15,85,60,50,60,50,30,60,70,50,85,60,70,85,60,60
0,40,85,60,85,50,85,85,60,100,100,100,100,100,100,85,85
0,0,70,50,50,50,50,50,50,100,85,70,50,50,50,50,50
0,15,100,40,30,40,40,70,50,100,85,70,40,70,60,100,70
1,100,0,100,70,70,60,70,60,70,70,70,70,40,70,80,70
0,0,70,40,50,70,60,50,50,50,50,70,50,50,40,50,40
1,60,0,90,85,80,2,85,40,40,85,0,90,3,55,45,91
1,85,0,100,85,85,40,85,50,60,50,40,100,0,70,60,100
1,100,0,85,70,60,70,60,70,100,85,70,85,60,85,85,100
0,50,100,50,50,50,70,50,50,100,70,100,50,60,70,70,70
